MOVIES,Year,RATING,VOTES,RunTime,Gross_Clean,GENRE,ONE-LINE,Director_Clean,Stars_Clean,Type,Status
Aterrados,2017.0,6.5,12989.0,87.0,NaN,Horror,"When strange events occur in a neighborhood in Buenos Aires, a doctor specializing in the paranormal, her colleague, and an ex police officer decide to investigate further.",Demián Rugna,"Maximiliano Ghione, Norberto Gonzalo, Elvira Onetto, George L. Lewis",Movie,Released
Athlete A,2020.0,7.6,8827.0,103.0,NaN,"Documentary, Crime, Sport",Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts like Maggie Nichols.,"Bonni Cohen, Jon Shenk","Maggie Nichols, Gina Nichols, John Nichols, Steve Berta",Movie,Released
Atlantique,2019.0,6.7,8583.0,106.0,NaN,"Drama, Mystery, Romance","In a popular suburb of Dakar, workers on the construction site of a futuristic tower, without pay for months, decide to leave the country by the ocean for a better future. Among them is Souleiman, the lover of Ada, promised to another.",Mati Diop,"Mame Bineta Sane, Amadou Mbow, Traore, Nicole Sougou",Movie,Released
Atomic Blonde,2017.0,6.7,182505.0,115.0,51690000.0,"Action, Thriller",An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,David Leitch,"Charlize Theron, James McAvoy, John Goodman, Eddie Marsan",Movie,Released
Atone,2019.0,3.1,416.0,89.0,NaN,Action,"Former special ops soldier, Laura Bishop, shows up for work at the largest church in America and is forced to take down a team of hijackers when she learns her daughter is trapped inside.",Wes Miller,"Robert Rusler, Columbus Short, Scott Elrod, Stephen Farrelly",Movie,Released
Att angöra en brygga,1965.0,6.9,2403.0,101.0,NaN,"Comedy, Drama, Romance","A group of party goers have trouble getting their boat ashore on a small island. The inhabitants of the island try to help, often with the help of an old sailor, and the results are absurd and hilarious.",Tage Danielsson,"Monica Zetterlund, Lars Ekborg, Birgitta Andersson, Gösta Ekman",Movie,Released
Att döda ett barn,1953.0,7.4,200.0,9.0,NaN,"Drama, Short",Depicting minutes before and after a child is killed by a car.,Gösta Werner,"Gunnar Sjöberg, Marie-Anne Condé, Karl-Erik Forsgårdh, Sissi Kaiser",Movie,Released
Atypical,2017.0,8.3,71544.0,30.0,NaN,"Comedy, Drama","Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.",NaN,"Jennifer Jason Leigh, Keir Gilchrist, Brigette Lundy-Paine, Michael Rapaport",Series,Ended
Au service de la France,2015.0,7.8,3115.0,26.0,NaN,Comedy,NaN,NaN,"Hugo Becker, Wilfred Benaïche, Christophe Kourotchkine, Karim Barras",Series,Ended
Audible,2021.0,5.3,119.0,39.0,NaN,"Documentary, Short, Sport",Football player Amaree McKenstry-Hall and his Maryland School for the Deaf teammates attempt to defend their winning streak while coming to terms with the tragic loss of a close friend.,Matthew Ogens,Amaree McKenstry-Hall,Movie,Released
Audrie & Daisy,2016.0,7.2,6227.0,95.0,NaN,"Documentary, Crime",A look at the effects that online bullying has on the lives of teenagers and their community.,"Bonni Cohen, Jon Shenk","Robin Bourland, Daisy Coleman, Charles Coleman, Melinda Coleman",Movie,Released
Auntie Claus,NaN,NaN,0.0,NaN,NaN,"Adventure, Comedy, Family",A materialistic young girl learns the true nature of giving through her adventures at the North Pole with her eccentric aunt.,Kenny Ortega,,Movie,Released
Aunty Donna's Big Ol' House of Fun,2020.0,8.0,5312.0,20.0,NaN,Comedy,"In their new sketch series, Aunty Donna's Big Ol' House of Fun take viewers along for an absurdist adventure through their everyday lives.",NaN,"Mark Samual Bonanno, Broden Kelly, Zachary Ruane, Scott Aukerman",Series,Ongoing
Aurora,2018.0,4.3,554.0,110.0,NaN,"Horror, Thriller",The passenger ship Aurora mysteriously collides into the rocky sea threatening an entire island. A young woman and her sister must both survive by finding the missing dead for a bounty.,Yam Laranas,"Anne Curtis, Phoebe Villamor, Mercedes Cabral, Allan Paule",Movie,Released
Autistic Driving School,2010.0,5.3,11.0,NaN,NaN,Documentary,A fascinating portrait of upcoming young drivers with autism that casts a light on the challenges hey face of the road and the freedom that comes with driving and owning a car.,Osca Humphreys,,Movie,Released
Autohead,2016.0,5.9,373.0,97.0,NaN,"Crime, Drama","A documentary crew starts to make a documentary about an Auto Rickshaw driver in Mumbai. As they dig deeper into his life they discover angst, sexual frustration and paranoia that leads to a terrible end.",Rohit Mittal,"Adamya, Sunny Banerjee, Ronjini Chakraborty, Jhanvi Dwivedi",Movie,Released
Autumn,2009.0,3.2,1562.0,110.0,NaN,"Horror, Sci-Fi, Thriller","A horrible virus kills billions within minutes. The few survivors that are left have to deal with the shock of the apocalypse, and they have no idea that things are about to get much worse.",Steven Rumbelow,"Dexter Fletcher, Dickon Tolson, Lana Kamenov, Anton Brejak",Movie,Released
Ava's Possessions,2015.0,5.7,2990.0,89.0,NaN,"Comedy, Horror, Mystery",A young woman recovers from a demonic possession.,Jordan Galland,"Louisa Krause, Whitney Able, Deborah Rush, William Sadler",Movie,Released
Avatar: The Last Airbender,NaN,NaN,0.0,NaN,NaN,"Action, Adventure, Fantasy","Live-action adaptation of the animated series centering on the adventures of Aang and his friends, who fight to save the world by defeating the Fire-Nation",NaN,,Movie,Released
Avatar: The Last Airbender,2005.0,8.73,7564.48,30.48,NaN,"Animation, Action, Adventure","When he learns that there is a lost Library with all the knowledge in the world, Sokka convinces the others to seek it out in hopes of finding a weakness of the Fire Nation.",Giancarlo Volpe,"Zach Tyler, Mae Whitman, Jack De Sena, Michaela Jill Murphy",Series,Ended
Avengement,2019.0,6.6,12996.0,87.0,NaN,"Action, Crime","After years of assaults on him in prison, convicted felon Cain Burgess escapes for avengement on those responsible.",Jesse V. Johnson,"Scott Adkins, Craig Fairbrass, Thomas Turgoose, Nick Moran",Movie,Released
Avicii: True Stories,2017.0,7.6,6482.0,97.0,NaN,"Documentary, Biography, Music","Focuses on the incredible rise, fall and rebirth of one of the worlds most successful electronic music artists of all time, Avicii.",Levan Tsikurishvili,"Salem Al Fakir, Avicii, Johan Bjerkelund, Aloe Blacc",Movie,Released
Avlu,2018.0,7.2,1377.0,120.0,NaN,"Crime, Drama",A woman entering a prison trying to establish her own justice. These women who are forced to give up their freedom are struggling in Karakuyu against their own order and their own laws.,NaN,"Demet Evgar, Ceren Moray, Nursel Köse, Çagdas Onur Öztürk",Series,Ongoing
Awake,2021.0,4.8,16262.0,96.0,NaN,"Action, Adventure, Drama","After a devastating global event wiped out all electronics and eliminated people's ability to sleep, a former soldier may have found a solution with her daughter.",Mark Raso,"Gina Rodriguez, Ariana Greenblatt, Lucius Hoyos, Shamier Anderson",Movie,Released
Awake: The Million Dollar Game,2019.0,5.9,681.0,41.0,NaN,Game-Show,24 hours. Zero rest. 1 million dollars on the line. Awake: The Million Dollar Game.,NaN,"James Davis, Russell Rope, Ikechukwu Mbagwu, Hayley Seat",Series,Ongoing
Away,2016.0,6.8,2079.0,105.0,NaN,"Crime, Drama",A story set in the north English seaside town of Blackpool and centered on two kindred spirits who form an unlikely friendship.,David Blair,"Timothy Spall, Juno Temple, Hayley Squires, Matt Ryan",Movie,Released
Away,2020.0,6.6,22137.0,498.0,NaN,"Drama, Romance, Sci-Fi",An American astronaut struggles with leaving her husband and daughter behind to embark on a dangerous mission with an international space crew.,NaN,"Hilary Swank, Josh Charles, Vivian Wu, Mark Ivanir",Movie,Released
